71.4,72.7,67.6,72.1,1406444401.61
71.5,72.7,67.5,72.2,1406444461.85
71.5,72.6,67.5,72.1,1406444521.09
71.5,72.5,67.6,72.1,1406444581.31
71.5,72.5,67.6,72.1,1406444641.58
71.4,72.6,67.5,72.1,1406444701.81
71.5,72.7,67.6,72.1,1406444762.03
71.4,72.6,67.5,72.1,1406444821.26
71.5,72.6,67.5,72.1,1406444881.5
71.5,72.7,67.5,72.1,1406444941.74
71.5,72.5,67.4,72.1,1406445001.98
71.5,72.6,67.5,72.1,1406445061.22
71.5,72.5,67.5,72.1,1406445121.45
71.5,72.6,67.4,72.1,1406445181.69

